label,requested_url,final_url,status,logo_candidates
mesupres,https://www.mesupres.gov.mg/,https://www.mesupres.gov.mg/,200,https://www.mesupres.gov.mg/assets/front/images/logo/logoMESUPRES_blanc.png | https://www.mesupres.gov.mg/assets/front/images/presidence.png | https://www.mesupres.gov.mg/assets/front/images/logo1.png
auf,https://www.auf.org/,https://www.auf.org/,403,
toulouse,https://www.utoulouse.fr/,https://www.utoulouse.fr/,200,https://www.utoulouse.fr/medias/photo/logo-ut-site_1747041194008-png | https://www.utoulouse.fr/uas/ups/LOGO_GALAXIE/U_blanc.png | https://www.utoulouse.fr/uas/ups/LOGO_SECONDAIRE/marianne_recadre.svg | https://www.utoulouse.fr/uas/ups/LOGO/Logo-UT.svg
paris_cite,https://u-paris.fr/language/en/,https://u-paris.fr/language/en/,200,https://u-paris.fr/wp-content/uploads/2026/01/logo-universite-paris-cite.png | https://u-paris.fr/wp-content/uploads/2022/10/tiktok_logo_icon.png | https://u-paris.fr/wp-content/uploads/2022/05/Logotype-rouge-bleu.png | https://u-paris.fr/wp-content/uploads/2021/03/Logotype_FUP_-300x69.jpg
paris_nord,https://www.univ-paris13.fr/,https://www.univ-spn.fr/,200,https://www.univ-spn.fr/wp-content/uploads/recherchesurlecancer.png | https://www.univ-spn.fr/wp-content/uploads/cropped-LOGOTYPE-Officiel-Universite-Sorbonne-Paris-Nord-BLANC-SABLE-200x72.png | https://www.univ-spn.fr/wp-content/uploads/logoUSPNCP.png | https://www.univ-spn.fr/wp-content/uploads/2023/02/logo-footer-e1675338062261.png | https://www.univ-spn.fr/wp-content/uploads/logo-aspc-footer.png
passau,https://www.uni-passau.de/en/,https://www.uni-passau.de/en/,200,https://www.uni-passau.de/typo3conf/ext/mattgold_theme/Resources/Public/Img/og_preview.png | https://www.uni-passau.de/typo3conf/ext/mattgold_theme/Resources/Public/Img/logo_short.svg | https://www.uni-passau.de/typo3conf/ext/mattgold_theme/Resources/Public/Img/logo_en.svg | https://www.uni-passau.de/typo3temp/assets/_processed_/1/1/csm_logo1_11b1d6c369.png | https://www.uni-passau.de/typo3temp/assets/_processed_/9/1/csm_logo2_en_14c532fcd6.png | https://www.uni-passau.de/typo3temp/assets/_processed_/3/4/csm_logo3_d6d63ccbdd.png | https://www.uni-passau.de/typo3temp/assets/_processed_/9/8/csm_logo4_en_ad3e4b4c3d.png | https://www.uni-passau.de/typo3temp/assets/_processed_/1/9/csm_logo5_590c5cafe4.png
telma,https://www.telma.mg/,https://www.yas.mg,200,http://18.171.129.142/wp-content/uploads/2024/10/push_appel_international.jpg | https://www.yas.mg/wp-content/uploads/2024/02/jem_logo-1.svg | https://www.yas.mg/wp-content/uploads/2024/11/logo_logo_typo-vert-removebg-preview-1.png | https://www.yas.mg/wp-content/uploads/2024/10/jem_logo.svg
orange,https://www.orange.mg/,https://www.orange.mg/,200,https://www.orange.mg/omg-b2c/resources/img/01-logos-orange-money-logo-dark.svg | https://www.orange.mg/madagascar_prodportal/menu_resources/img/blank.gif
renault,https://www.renaultgroup.com/en/,https://www.renaultgroup.com/en/,200,https://assets.renaultgroup.com/uploads/2025/06/Logo-RG-yoast.png
institut_pasteur_madagascar,https://www.pasteur.mg/en/,https://www.pasteur.mg/en/,200,https://www.pasteur.mg/wp-content/uploads/2025/03/Logo-IPM.png | https://www.pasteur.mg/wp-content/uploads/2023/05/Logo-IPM-white-01.png
